Judul;Nomor Klasifikasi;Nama Klasifikasi;Kode Eksemplar
Agribisnis Perikanan;639;Ilmu-ilmu terapan;<29160><38900>
LEADERSHIP ILMU DAN SENI KEPEMIMPINAN;303;Ilmu-ilmu sosial;<13.028.11><13.28.12><13.028.13><13.028.14><13.028.15><13.028.16><13.028.17><130.28.18><13.028.19><13.028.20><41294><38797><38799>
Dasar-dasar riset pemasaran jilid 2;658;Ilmu-ilmu terapan;<242.011><2369.1><2369.2><2369.3><2369.4><2369.5>
Belajar otodidak SPSS pasti bisa;310;Ilmu-ilmu sosial;<B177><40009><41679><50538><42744>
Metode & teknik Menyusun proposal penelitian;1;Karya umum;<4581>
Penegakan Hukum Lingkungan;340;Ilmu-ilmu sosial;<15.371.1><15.371.2>
OTONOMI DESA;352;Ilmu-ilmu sosial;<15.90.1><15.90.2>
Metode penelitian kuantitatif;1;Karya umum;<336PB3.1><40981><22259><22260><29434>
Metode penelitian kuantitatif;650;Ilmu-ilmu terapan;<121sm3><2669.1><31484><31586><33190><42888>
Psikologi pendidikan;371;Ilmu-ilmu sosial;<2316.1><2316.2><2316.3><2316.4><2316.5>
Psikologi pendidikan;371;Ilmu-ilmu sosial;<303485>
Psikologi pendidikan;151;Filsafat;<19537><32434>
Psikologi pendidikan;150;Filsafat;<558APBN3.1><558APBN3.2><558APBN3.3><558APBN3.4><558APBN3.5><18052><18053><18054><18055><18056><18057><18058><18059>
Psikologi pendidikan;370;Ilmu-ilmu sosial;<40824>
Statistika terapan;310;Ilmu-ilmu sosial;<S266><1722.1><1722.2><1722.3><1722.4><1722.5><1722.6><1722.7><60015><41579><41900><33410><21663><21664><21665><21666><21683><24551><38435>
BANK SYARIAH Teori, Kebijakan, Dan Studi Empiris Di Indonesia;322;Ilmu-ilmu sosial;<031.2>
THE HANDBOOK OF IDEAS 123 UNIQUE BUSINESS IDEAS IDE BISNIS UNIK;338;Ilmu-ilmu sosial;<50346>
Pengantar ilmu pemerintahan;320;Ilmu-ilmu sosial;<2142.1>
30 JURUS BERANI JADI WIRAUSAHAWAN MANDIRI;330;Ilmu-ilmu sosial;<21145><22153>
Statistika non parametris;310;Ilmu-ilmu sosial;<S060><SNP00001><SM.566><1566.1><1566.2><1566.3><1566.4><33967><34251><28806>
Ekonomi Teknik;330;Ilmu-ilmu sosial;<531.01><545.1><107.01><50511>
ekonomi manajerial;330;Ilmu-ilmu sosial;<13.107.1><13.107.><713><107.02>
Ekonomi manajerial;338;Ilmu-ilmu sosial;<309PB3.1><309PB3.2><309PB3.3>
Statistik Jilid 3;310;Ilmu-ilmu sosial;<1071.3.1><29680>
panduan praktis spss 20;310;Ilmu-ilmu sosial;<42150><42338><42344>
Prosedur penelitian suatu pendekatan praktik;1;Karya umum;<P240><P240.1><293sm3><375sm><767MHS3.1><767PB3.2><767PB3.3><767PB3.4><377.011><12.040.00><12.040.01><121.04><1734.1><1734.2><17520><17650><20297><40161><33609><42890><23480><29195><35508><37440>
Administrasi kepegaiwan negara;351;Ilmu-ilmu sosial;<2164.1><2164.2><2164.3><2164.4><2164.5><2164.6>
Kriminologi Suatu Pengantar;364;Ilmu-ilmu sosial;<27417><26961><26962><26963><26964><26965><26966><26967>
Statistika Deskripstif;330;Ilmu-ilmu sosial;<260sm3><459sm3><1675.1><1675.2><21846><24308><24309><24310><24311><24312><24370><28805>
Statistika untuk penelitian;519;Ilmu-ilmu murni;<31715><31716><41972>
Sosiologi the key concept;306;Ilmu-ilmu sosial;<15.62.1><15.62.2><188.11><1740.1><26763><26764><26765><26766><26767><35386>
BUKU AJAR REKAYASA GENETIKA IKAN;576;Ilmu-ilmu murni;<38151><38152>
BUKU AJAR BIOTEKNOLOGI AKUAKULTUR;661;Ilmu-ilmu terapan;<38075><38076><38077>
PENGELOLAAN BARANG MILIK NEGARA/DAERAH;342;Ilmu-ilmu sosial;<160.1><13.161.1><50466><50467><50468><41979>
Peraturan pemerintah republik indonesia pengelolaan barang milik negara/daerah;348;Ilmu-ilmu sosial;<22700>
HIMPUNAN UNDANG-UNDANG REPUBLIK INDONESIA TENTANG KEWARGANEGARAAN DAN KEIMIGRASIAN;348;Ilmu-ilmu sosial;<124PB3.1>
Pajak daerah dan retribusi daerah : himpunan peraturan perundang-undangan lengkap;384;Ilmu-ilmu sosial;<660SM3>
Peraturan menteri dalam negeri nomor 37 tahun 2010 tentang APBN & APBD standar biaya umum & khusus tahun 2010-2011;348;Ilmu-ilmu sosial;<22652><22653>
Pengantar teori mikroekonomi;339;Ilmu-ilmu sosial;<351PB3.1>
mikro ekonomi teori pengantar;339;Ilmu-ilmu sosial;<SM.3911><13.540.>
PENGANTAR TEORI MIKROEKONOMI;339;Ilmu-ilmu sosial;<258PB3.1><258PB3.2><29475>
Ekowisata pariwisata berwawasan lingkungan hidup;338;Ilmu-ilmu sosial;<22490>
Mikroekonomi teori pengantar;339;Ilmu-ilmu sosial;<2676.1><2676.2><31741><42282><40943><34242><28847>
"MASTERING ADVANCED GRAMMAR BY STEPPING THE '5 STAIRS"" UP""";425;Bahasa;<38144><38145>
Pajak Pertambahan Nilai, Lengkap Dengan Undang-Undang;336;Ilmu-ilmu sosial;<15.581.1><15.581.2><41895><41896><24655><24656><28553><35504>
AVERTEBRATA AIR;592;Ilmu-ilmu murni;<38078><38079><38080>
BUKU AJAR IKTIOLOGI;597;Ilmu-ilmu murni;<38072><38073><38074>
BUKU AJAR EKOLOGI PERAIRAN;578;Ilmu-ilmu murni;<38058><38059><38060>
Analisis gender & transformasi sosial;303;Ilmu-ilmu sosial;<A226><26520><26521><26522><26523><26524><26525><1485.1>
GEOLOGI LAUT;551;Ilmu-ilmu murni;<38138><38139>
BOTANI LAUT;580;Ilmu-ilmu murni;<38081><38082><38083>
PENANGANAN HASIL PERAIRAN;578;Ilmu-ilmu murni;<38055><38056><38057>
KEWIRAUSAHAAN PERIKANAN;639;Ilmu-ilmu terapan;<38069><38070><38071>
METODE NUMERIK;518;Ilmu-ilmu murni;<38061><38062><38063><38064>
PENYULUHAN DAN KOMUNIKASI PERIKANAN;639;Ilmu-ilmu terapan;<38088><38089>
BUKU FISIOLOGI TUMBUHAN EDISI 1;571;Ilmu-ilmu murni;<38140><38141>
KIMIA HIDROKARBON;541;Ilmu-ilmu murni;<38142><38143>
Pembelajaran dan perkembangan belajar;371;Ilmu-ilmu sosial;<18262><18263><18264><18265><18266><18267><18268><18269><18270><18271><18272><18273><18274><18275><18276><18277><20600><44000>
Dasar-Dasar Evaluasi Pendidikan;370;Ilmu-ilmu sosial;<530.11>
Belajar dan pembelajaran sains;372;Ilmu-ilmu sosial;<17582><17862><17865><37660><37721>
Cara Kilat Menguasai Tenses Maqhir Menyususn Kalimat & Percakapan;428;Bahasa;<CK000011>
100 Tahun Akhbar & Majalah Melayu di Selangor;800;Kesusastraan;<27469>
3166 peribahasa Indonesia;410;Bahasa;<362.1><19378>
ZERO TO HERO: MENDAHSYATKAN PRIBADI BIASA MENJADI LUAR BIASA;297;Agama;<50476>
EVOLUSI;577;Ilmu-ilmu murni;<38090><38091>
Ilmu Pemerintahan;320;Ilmu-ilmu sosial;<22663>
Statistika Terapan;310;Ilmu-ilmu sosial;<S121>
Strategi Menaklukan Pasar Melalui Riset Ekuitas dan Perilaku Merek;330;Ilmu-ilmu sosial;<S0120001><570.02>
Strategi Menaklukkan Pasar Melalui Riset Ekuitas;650;Ilmu-ilmu terapan;<560.1><570><256.12><40632><40997>
Budi Daya Ikan Napoleon;639;Ilmu-ilmu terapan;<BI000011><014>
ekonometrika;330;Ilmu-ilmu sosial;<EK000011><263.01><412.3><412><412.2>
PERILAKU ORGANISASI;302;Ilmu-ilmu sosial;<280MHS3.1>
Dasar-dasar ilmu pendidikan;297;Agama;<15.31.1><15.31.2><17839><17840><17841><17842><17843><17844><17845><20470><20742><30076><30077><30078><30378><30379><30380><38695>
Statistik;310;Ilmu-ilmu sosial;<17527><32910><33407>
Pengantar statistik pendidikan;310;Ilmu-ilmu sosial;<17165><17405><17503><18228><19818><19842><20412><20413><20414><20415><20416><20868><20967><60071><60072><60073><21038><37910>
Pengantar statistik pendidikan;310;Ilmu-ilmu sosial;<585.1><13.739><32151><29405><37662><37725><37750><37933>
Pengantar statistik pendidikan;370;Ilmu-ilmu sosial;<532sm3>
KONFLIK POLITIK LOKAL;320;Ilmu-ilmu sosial;<17471><37698>
PERSAMAAN DIFERENSIAL DAN APLIKASI SEBUAH PENGANTAR;515;Ilmu-ilmu murni;<38105><38106>
BUDAYA DAN IKLIM ORGANISASI;306;Ilmu-ilmu sosial;<37063><37902>
ASPEK HUKUM PENIPUAN BERBASIS INTERNET;340;Ilmu-ilmu sosial;<37818>
TUJUAN PENDIDIKAN ESENSI DAN ASPEK-ASPEK FILOSOFIS;371;Ilmu-ilmu sosial;<38031>
AKUAKULTUR LANJUTAN;639;Ilmu-ilmu terapan;<37968><38000>
BUDIDAYA BELUT DI BERBAGAI WADAH;639;Ilmu-ilmu terapan;<37999>
HUKUM PIDANA MALAPRAKTIK;340;Ilmu-ilmu sosial;<37994>
Java komplet;5;Karya umum;<17426><37659>
MORFOLOGY AN INTRODUCTION;416;Bahasa;<37819>
RINGKASAN EKSEKUTIF PENELITIAN KELOMPOK 2017;1;Karya umum;<37593><37594>
HIDUP SEHAT TANPA PORNOGRAFI KIAT PEMBLOKIRAN SITUS-SITUS PORNO;5;Karya umum;<37817>
FILSAFAT AJARAN ISLAM;210;Agama;<38034>
PSIKOLOGI REMAJA;154;Filsafat;<141MHS3.1><2095.1><17937><21909><21910><29367>
Ensiklopedia pendidikan & psikologi;30;Karya umum;<2836.1><37740>
iOS APP DEV. 101 DASAR-DASAR PENGEMBANGAN APLIKASI iOS;5;Karya umum;<17388><37209><37251><37252><37302><37520>
OTODIDAK BAHASA PEMOGRAMAN PERL;5;Karya umum;<17385><37073><37265><37299><37514>
Mudah & cepat menguasai autocad 2D release 2018;5;Karya umum;<19097><37149><37287><37521>
PATOLOGI KAJIAN MIKROBIOLOGI PENYAKIT IKAN;572;Ilmu-ilmu murni;<38113><38114>
EKOLOGI LAUT TROPIS;577;Ilmu-ilmu murni;<38111><38112>
ARISTOTELES SOCRATES PLATO BIOGRAFI FILSUF YUNANI PALING BERPENGARUH;926;Geografi dan sejarah;<37816>
EASY ENGLISH CONVERSATION ON CAMPUS;420;Bahasa;<37508><37618>
METODOLOGI PENELITIAN BISNIS DAN EKONOMI PENDEKATAN KUANTITATIF;1;Karya umum;<38001><38017>
PERALATAN BENGKEL OTOMOTIF;629;Ilmu-ilmu terapan;<37991>
Manajemen kinerja;658;Ilmu-ilmu terapan;<2675.1><37864>
TEKNIK PERANCANCANGAN ARSITEKTUR SISTEM INFORMASI;621;Ilmu-ilmu terapan;<37058><37089>
Corporate Social Responsibility;658;Ilmu-ilmu terapan;<U0040031><U0040032><U0040033><U0040034><U0040035><37777><37875>
MENGUASAI STATISTIK DENGAN SPSS 25;310;Ilmu-ilmu sosial;<37082><38032>
MENGUASAI STATISTIK DENGAN SPSS 24;310;Ilmu-ilmu sosial;<37964><38030><38033>
BUKU SAKTI KUASAI SPSS;310;Ilmu-ilmu sosial;<38008>
BANKIR KEPEMIMPINAN LEMBAGA PERBANKAN ABAD KE-21;332;Ilmu-ilmu sosial;<37820>
HUKUM PIDANA KHUSUS;340;Ilmu-ilmu sosial;<38010>
TERORISME KANAN INDONESIA DINAMIKA DAN PENANGGULANGANYA;303;Ilmu-ilmu sosial;<37990>
PANDUAN SBMPTN SOAL DAN PEMBAHASAN SAINTEK 2019;370;Ilmu-ilmu sosial;<38053><38054>
SISTEM MIKROPROSESOR DAN MIKROKONTROLER JIL.1;4;Karya umum;<38086><38087>
TOP MASTER IELTS;420;Bahasa;<37467><37932>
EASY ENGLISH CONVERSATION AT THE OFFICE: LANCAR BICARA BAHASA INGGRIS DI KANTOR;420;Bahasa;<37592>
KRIYA LOGAM PENGANTAR, TEKNIK DAN UNTAIAN METODOLOGIS;739;Kesenian, hiburan, dan olahraga;<37824>
FATWA-FATWA EKONOMI SYARIAH;297;Agama;<37537>
KOMUNIKASI DATA;4;Karya umum;<38084><38085><38970>
PENGANTAR SOSIOLOGI;301;Ilmu-ilmu sosial;<37464>
Pengantar antropologi;301;Ilmu-ilmu sosial;<22671><22672><22673>
PENGANTAR SOSIOLOGI PASAR;307;Ilmu-ilmu sosial;<37466>
MODEL PEMBELAJARAN DISEKOLAH;371;Ilmu-ilmu sosial;<37826>
MEMBANGUN EFEKTIVITAS KINERJA KEPALA DESA;352;Ilmu-ilmu sosial;<37540>
KEKUATAN SOSIAL POLITIK INDONESIA;320;Ilmu-ilmu sosial;<37539>
TEORI PORTOFOLIO DAN ANALISIS INVESTASI, ED. 11;333;Ilmu-ilmu sosial;<37541>
Kamus istilah hukum;340;Ilmu-ilmu sosial;<50282><37516>
STATISTIK MULTIVARIAT DENGAN SPSS;310;Ilmu-ilmu sosial;<37083><37546><37547><37601><37604>
MANAJEMEN PASAR UANG & PASAR MODAL;658;Ilmu-ilmu terapan;<37456>
STILISTIKA;811;Kesusastraan;<37448>
KELEMBAGAAN PERTANIAN DAN PERIKANAN DALAM RANGKAA KETAHANAN PANGAN;364;Ilmu-ilmu sosial;<37452>
Sistem politik indonesia;321;Ilmu-ilmu sosial;<22517><42944><29642><37453><45360>
PARASITOLOGI KEDOKTERAN;610;Ilmu-ilmu terapan;<37457>
MUDAH DAN CEPAT MEMBUAT PROGRAM SKRIPSI DAN TUGAS AKHIR DENGAN ANDROID;4;Karya umum;<37450>
BELAJAR VB, VISUAL C#, DAN PYTHON MENGGUNAKAN VISUAL STUDIO;4;Karya umum;<37449>
POKOK-POKOK HUKUM ASURANSI;340;Ilmu-ilmu sosial;<37657>
HUKUM JAMINAN SYARIAH IMPLEMENTASINYA;340;Ilmu-ilmu sosial;<37656>
TAKSONOMI INVERTEBRATA;578;Ilmu-ilmu murni;<37823>
METODE REVOLUSIONER PERTAMA DIDUNIA TERCEPAT DI INDONESIA JARI ENGLISH;420;Bahasa;<37829>
PENYAKIT IKAN;639;Ilmu-ilmu terapan;<37825>
ENGLISH VOCABULARY FOR DAILY CONVERSATION;420;Bahasa;<38039>
BUDAYA DAN PERILAKU ORGANISASI;306;Ilmu-ilmu sosial;<37159><37959>
Panduan pengelolaan green industry;630;Ilmu-ilmu terapan;<P171><P171.1><235sm3><1530.1><37874>
ASUHAN KEPERAWATAN PADA PASIEN DENGAN SISTEM INTEGUMEN;610;Ilmu-ilmu terapan;<37649>
NEW BUSINESS ADMINISTRATION: PARADIGMA BARU PENGELOLAAN BISNIS DI ERA DUNIA TANPA BATAS;650;Ilmu-ilmu terapan;<37459>
TUNTUTAN HUKUM MALAPRAKTIK MEDIS;611;Ilmu-ilmu terapan;<37154>
TEORI ORGANISASI, ED. 4;658;Ilmu-ilmu terapan;<37536>
SIASAT CEPAT 10 IKAN KONSUMSI;639;Ilmu-ilmu terapan;<37141>
POTENSI BAHAN HAYATI SEBAGAI IMUNOSTIMULAN HEWAN AKUATIK;639;Ilmu-ilmu terapan;<37293>
PERILAKU ORGANISASI;658;Ilmu-ilmu terapan;<37076><37942>
DASAR-DASAR BUDIDAYA PERIKANAN;639;Ilmu-ilmu terapan;<37059><37292><37911>
TEORI ORGANISASI DAN ADMINISTRASI;351;Ilmu-ilmu sosial;<38446><38447><38448><38449>
PANCASILA, DEMOKRASI, HAM, DAN MASYARAKAT MADANI;320;Ilmu-ilmu sosial;<37835><37836><37860><38439>
IKAN NILA;639;Ilmu-ilmu terapan;<38442><38443><38444><38445>
Metodologi Penelitian Kualitatif;650;Ilmu-ilmu terapan;<00371>
"KPK ; Pemburu Koruptor";345;Ilmu-ilmu sosial;<35225><20287>
Etika protestan dan semangat kapitalisme;230;Agama;<28sm3><1913.1><1913.2><60044><28125>
Filsafat Administrasi;351;Ilmu-ilmu sosial;<608SM3><32903><32904><32905><37890>
Organisasi & manajemen edisi 4 buku 1;651;Ilmu-ilmu terapan;<329.2><29174>
Organisasi & manajemen edisi 2;651;Ilmu-ilmu terapan;<029.11><35188>
7 Tanda Kehancuran Bisnis Sukses;650;Ilmu-ilmu terapan;<28878>
Breakthough Thinking;650;Ilmu-ilmu terapan;<4611>
Giant Steps to successful business writing;650;Ilmu-ilmu terapan;<550061><550062><550063><550064><55006><55007><55008><55009><32420>
Manajemen Operasi konsep dan aplikasi;650;Ilmu-ilmu terapan;<U0040061><U0040062><U0040063><U0040064><U0040065><42801><42813><42861><42862><42863><23349><35456>
64 surat perjanjian bisnis untuk industri kreatif;650;Ilmu-ilmu terapan;<199.211><199.1><31754>
Metodologi penelitian sosial;1;Karya umum;<2854.1><2854.2><17125><17126><17127><17266><17280><17282><17409><37093><37129><37189><37193><37296><37297><37298><37321><37322><37346><37395><37502><37519><37564><37582><37613><37667><37675><37694><37732><37737><37757><37764>
teori akuntasi suatu pengantar;657;Ilmu-ilmu terapan;<3931><24663><35388>
MANAJEMEN SUMBER DAYA MANUSIA;658;Ilmu-ilmu terapan;<B002281><B002282><B002283><B002284><B002285><12.315.1>
Manajemen sumber daya manusia;352;Ilmu-ilmu sosial;<2850.1><37361><37511>
Manajemen sumber daya manusia;650;Ilmu-ilmu terapan;<046><SM.186><13.186.><441.2><441.00><50306><22040><42946>
hukum adat indonesia;340;Ilmu-ilmu sosial;<B002221><B002222>
HUKUM ADAT INDONESIA;340;Ilmu-ilmu sosial;<15.2.1><15.2.2>
Nutrisi dan metabolisme ikan kerapu macan;639;Ilmu-ilmu terapan;<2796.1><2796.2><2796.3><2796.4><2796.5><2796.7><2796.6><17172><17569><17573><17614><37771><37859>
Akuntansi Keuangan Menengah buku 1;657;Ilmu-ilmu terapan;<U00400211><U00400212><U00400213><U00400214>
AKUNTANSI MANAJEMEN;657;Ilmu-ilmu terapan;<1461.3.6><1461.3.5><1461.3.4><1461.3.3><1461.3.2><1461.3.1>
200 soal-jawab akuntansi dasar;657;Ilmu-ilmu terapan;<068.11>
225 Soal-jawab Akuntansi Dasar;657;Ilmu-ilmu terapan;<29169><29170><29172>
akuntansi biaya;657;Ilmu-ilmu terapan;<440><440.2><24617><24618>
Akuntansi biaya;657;Ilmu-ilmu terapan;<2628.1><17294><17310><17315><31737><40902><41778><41779><42066><42067><42071><42103><42104><42105><33861><29317><29351>
AKUNTANSI BIAYA;657;Ilmu-ilmu terapan;<274APBN3.1><274APBN3.2><32611><32864><32865>
AKUNTANSI BIAYA;332;Ilmu-ilmu sosial;<50295><33886><33887><33888><33889>
AKUNTANSI MANAJEMEN SISTEM PROSES DAN PEMECAHAN SOSIAL;657;Ilmu-ilmu terapan;<283.2>
AKUNTANSI MANAJEMEN SISTEM PROSES DAN PEMECAHAN SOSIAL;657;Ilmu-ilmu terapan;<764HB3.1><764HB3.2><764MHS3.3><40372><50334><41143><561.1>
Fisika dasar untuk mahasiswa ilmu-ilmu teknik kedokteran;530;Ilmu-ilmu murni;<2426.4><2418.1><2418.2><2418.3><2418.4><2418.5><2418.6><2426.5><2426.1><2426.3>
Sistem informasi akuntansi konsep dan penerapan;657;Ilmu-ilmu terapan;<2426.2><17703><17382><24283><28551><28552><35378>
Sistem Informasi Akuntansi;657;Ilmu-ilmu terapan;<1952.1>
240 konsep penting akuntansi dan auditing;657;Ilmu-ilmu terapan;<9786027869301>
240 konsep penting akuntansi dan auditing;657;Ilmu-ilmu terapan;<2227><42343>
PRILAKU ORGANISASI;657;Ilmu-ilmu terapan;
PEMBELAJARAN LITERASI;302;Ilmu-ilmu sosial;
Analaisis kebijakan publik;303;Ilmu-ilmu sosial;<A208><144sm3>
TINGKATKAN PROFIT MELALUI OPSI;333;Ilmu-ilmu sosial;<204.21><40900><40966><204.011>
MENJUAL LEBIH CEPAT;659;Ilmu-ilmu terapan;<50402>
EDP AUDIT;657;Ilmu-ilmu terapan;<2181><18751><18752><18753>
MAKING TEAMS WOKS 24 POIN PENTING SEPUTAR KESUKSESAN DALAM KERJASAMA;658;Ilmu-ilmu terapan;<21131>
ASAS-ASAS MANAJEMEN;658;Ilmu-ilmu terapan;<12.23.1><525sm3><108APBN3.1><29304>
azas-Azas Manajemen;658;Ilmu-ilmu terapan;<U003001><U003002><U003003><U003004><U003005>
Perilaku organisasi;60;Karya umum;<P242><35399>
Metodologi Riset Bisnis;650;Ilmu-ilmu terapan;<338MHS3.1>
Metodologi Riset Bisnis;1;Karya umum;<13.451><477.2><477.3><477>
Metode penelitian kualitatif;650;Ilmu-ilmu terapan;<645.0011>
metode research ( penelitian ilmiah );1;Karya umum;<MR000011><12.115.3><12.115.2><114.07>
Manajemen keuangan perusahaan teori dan praktik;650;Ilmu-ilmu terapan;<2245.1><2245.2><2245.3><2245.4><2245.5>
Management control systems;650;Ilmu-ilmu terapan;<18849><18850><18851><18852><18853>
Business ethics;650;Ilmu-ilmu terapan;<25946><25945>
Dasar-dasar Manajemen Keuangan EDISI 9 JILID 1;650;Ilmu-ilmu terapan;<197>
DASAR-DASAR MANAJEMEN KEUANGAN EDISI 9 JILID 2;650;Ilmu-ilmu terapan;<136.21>
Metode penelitian bisnis jilid 1;650;Ilmu-ilmu terapan;<2303.1><2303.2><2303.3><2303.4><2303.5>
Teknik statistikauntuk bisnis & ekonomi jilid 1;650;Ilmu-ilmu terapan;<2305.1><2305.2><2305.3><2305.4><2305.5>
Human Resource Management Gaining a Competitive Advantage;650;Ilmu-ilmu terapan;<12.542.1><22172>
MANAJEMEN KEUANGAN INTERNASIONAL JILID 2 EDISI 4;650;Ilmu-ilmu terapan;<157.01><202.1>
ORGANIZATIONAL BEHAVIOR;651;Ilmu-ilmu terapan;<12.344.1><24443>
Manajemen pemerintah daerah;650;Ilmu-ilmu terapan;<35578>
Cara mudah raih penghasilan dari trading online emas dan perak;650;Ilmu-ilmu terapan;<2456.1><2456.2><2456.3><2456.4>
How to plan and execute strategy;650;Ilmu-ilmu terapan;<28182>
Business statistic in practice;650;Ilmu-ilmu terapan;<28005><25966>
Manajemen kapal niaga;650;Ilmu-ilmu terapan;<2420.1><2420.2><2420.3><2420.4><2420.5>
Komunikasi bisnis lintas budaya;650;Ilmu-ilmu terapan;<18580><30534><30535><18689><30576><31576><40828><41071><23363>
7 Pilar Strategi Komunikasi Bisnis;650;Ilmu-ilmu terapan;<14.062>
tujuh pilar strategi komunikasi bisnis;650;Ilmu-ilmu terapan;<342MHS3.1><342APBN3.2><342APBN3.3><342APBN3.4><342APBN3.5><342APBN3.6>
tujuh pilar strategi komunikasi bisnis;650;Ilmu-ilmu terapan;<T020001><T020002><548.03><123><2013.235.1><615><235.4><32005><32006><40523><22217><42092><42093><42094><22265><42205><33877><33878><33879><33880><33881><33882><33883><33884><33885><24028><24302><24303><24304><38737>
BISNIS PERENCANAAN DAN PENGEMBANGAN;650;Ilmu-ilmu terapan;<13.04.11><13.04.12><13.04.13><13.04.14><13.04.15><13.04.16><13.04.17><13.04.18><13.04.19><13.04.110><13.04.111><13.04.112><13.04.113><13.04.114><13.04.115><13.04.116><13.04.117><13.04.118><13.04.119><13.04.120><21672><24205><24206><24207><24208><24209><24210><24211><24212><24213><24214><24215><24216><24217><24218><24219><24220><24221><24222><24223><24224><24245><24246><24247><24248><24249><24250><24251><24252><24253>
Business global survival kit;650;Ilmu-ilmu terapan;<2478.1>
Tembus 100 juta sebulan go..go;650;Ilmu-ilmu terapan;<2648.1>
MANAJEMEN AGRIBISNIS EDISI 2;650;Ilmu-ilmu terapan;<0351>
Sistem pengendalian manajemen jilid 1;650;Ilmu-ilmu terapan;<40071><40072>
Sistem pengendalian manajemen;658;Ilmu-ilmu terapan;<34313><42914>
Corporate Social Responsibility;654;Ilmu-ilmu terapan;<15.271.2><15.271.1><37791>
Mahir pidato & berbicara di depan umum;808;Kesusastraan;<1852.1><1852.2>
Fuzzy logic & neurofuzzy applications in business & finance;650;Ilmu-ilmu terapan;<35838>
The success secrets of taiwan's worldwide sme in;650;Ilmu-ilmu terapan;<2454.1><2454.2>
Foundations of the legal environment of business;650;Ilmu-ilmu terapan;<25900>
analisis dan desain berorientansi servis untuk aplikasi manajemen proyek;650;Ilmu-ilmu terapan;<150><42201>
MANAJEMEN PEMASARAN INTERNASIONAL Sebuah Pendekatan Strategi;650;Ilmu-ilmu terapan;<094.1>
on time!on track!on targent! managing your products successfully with microsoft project;650;Ilmu-ilmu terapan;<12.276.1><60188>
BUSINESS RESEARCH METHODS;650;Ilmu-ilmu terapan;<24529>
CONTENPORARY;650;Ilmu-ilmu terapan;<2651>
MANAJEMEN PERENCANAAN PEMBANGUNAN;650;Ilmu-ilmu terapan;<66361>
Idea Cash Machine;650;Ilmu-ilmu terapan;<357.2><31763>
SIASAT BISNIS;650;Ilmu-ilmu terapan;<50633>
108 TANYA JAWAB INVESTASI DAN BISNIS PROPERTI;650;Ilmu-ilmu terapan;<2471>
Budidaya & pengolahan rumput laut;580;Ilmu-ilmu murni;<431><36011>
Simulasi Bisnis perusahaan manufaktur;650;Ilmu-ilmu terapan;<28979><28995>
Manajemen proyek perencanaan, penjadwalan, & pengendalia proyek;658;Ilmu-ilmu terapan;<ABR001>
Merawat Lobster Hias di Akuarium;639;Ilmu-ilmu terapan;<36008>
57 Permasalahan Arwarna dan Solusinya;639;Ilmu-ilmu terapan;<36005>
Black Ghost;639;Ilmu-ilmu terapan;<36407>
Panduan Berbisnis Ikan Hias & Akuarium;639;Ilmu-ilmu terapan;<36063>
Pakan Udang Windu (Penaeus Monodon);639;Ilmu-ilmu terapan;<36411>
Budidaya Ikan Gurame;639;Ilmu-ilmu terapan;<36055><36056><36057>
